House_ID,Area,Bedrooms,Bathrooms,Garage,Floors,Has_Garden,Location_Score,Year_Built,Distance_Center,Renovated,Price
42859,3090,4,1,1,1,0,8,2001,28,0,365000
42860,2327,2,2,0,3,1,3,1998,1,0,305200
42861,3214,3,1,1,1,0,4,1974,20,1,351400
42862,3621,3,1,1,1,1,8,1994,4,1,450100
42863,3571,5,3,0,1,1,5,1979,7,0,434600
42864,2265,4,2,1,3,1,7,2024,14,1,348500
42865,3081,3,2,1,2,0,9,1984,29,1,352600
42866,1451,3,3,0,2,1,2,2019,22,1,224100
42867,3180,1,3,1,2,0,6,1978,20,1,349000
42868,1294,4,3,1,1,1,2,1977,15,0,184900
42869,1938,1,3,0,2,1,2,1983,4,0,236800
42870,3216,2,2,1,2,1,4,1976,5,0,373100
42871,2156,2,1,0,3,1,9,1985,20,0,253600
42872,1953,2,1,0,2,0,9,1994,7,1,259800
42873,2942,5,1,1,1,0,8,1972,2,1,377200
42874,3754,4,2,1,2,1,1,1988,49,1,393900
42875,1924,5,1,0,1,0,8,1999,49,1,223900
42876,2019,2,1,0,3,0,9,1986,22,0,231900
42877,1601,5,1,0,1,0,9,1997,46,1,196100
42878,2842,3,2,0,3,0,8,1983,16,0,333200
42879,1007,5,3,1,2,0,3,2007,32,1,176700
42880,3454,4,1,1,3,0,7,2010,13,0,436900
42881,1272,1,2,0,1,1,3,1972,23,0,124700
42882,2438,4,1,1,3,0,6,2015,1,1,363300
42883,1831,1,1,1,1,0,2,2011,48,0,177100
42884,935,5,1,0,3,1,1,2006,38,1,146500
42885,3457,5,2,0,3,1,6,1983,13,1,428200
42886,3758,4,2,1,3,0,9,1996,9,0,468300
42887,1060,1,1,1,1,0,5,1985,7,0,141500
42888,1970,2,1,0,3,0,6,1994,43,1,204500
42889,1257,2,3,0,1,1,8,1988,27,1,165200
42890,2728,5,3,0,2,1,1,2008,35,0,332300
42891,2520,5,1,0,1,1,8,2009,21,0,334500
42892,2236,3,3,1,1,0,2,2021,19,0,301100
42893,3079,5,1,0,1,0,6,2006,20,1,385900
42894,2948,5,2,0,1,0,3,1974,19,0,334300
42895,946,3,1,0,3,0,9,1997,50,0,103600
42896,1516,3,3,1,1,0,1,1987,21,1,197100
42897,1306,4,1,0,3,0,5,2006,7,1,222100
42898,3405,5,1,0,2,0,3,2006,16,1,421500
42899,2951,2,2,0,1,1,4,2019,44,1,327100
42900,3183,5,3,0,2,1,1,1972,43,1,336800
42901,1245,5,2,1,2,0,6,1978,34,0,162500
42902,3581,1,3,0,3,0,6,1998,16,0,403100
42903,1243,1,2,0,3,0,3,1992,11,0,159800
42904,917,4,1,0,3,0,7,1976,44,1,101700
42905,2340,2,1,1,1,1,10,1986,18,1,287000
42906,1728,1,2,0,3,1,8,1978,42,1,170800
42907,3570,2,3,0,2,1,10,1977,48,0,354000
42908,1366,3,2,0,2,1,4,1976,17,0,172100
42909,2736,5,1,1,1,1,3,2025,33,0,352100
42910,887,4,1,1,3,1,2,1976,28,0,119700
42911,2452,2,1,0,2,1,9,2002,31,0,280700
42912,1275,1,3,1,3,1,4,2025,0,1,240500
42913,2505,5,3,1,3,1,2,2004,32,1,330500
42914,2308,5,3,0,1,1,9,1979,9,1,320300
42915,1094,5,1,0,1,0,1,2024,2,1,222400
42916,1519,4,2,0,1,0,6,2001,19,1,221400
42917,2204,3,2,1,3,1,9,1984,26,1,278400
42918,1794,5,2,1,1,1,7,1986,28,1,246400
42919,2106,5,2,1,2,0,9,1974,23,1,274100
42920,3691,5,1,1,1,1,8,2010,14,0,471100
42921,1485,3,2,1,1,1,4,1983,32,0,173500
42922,3486,1,1,1,2,1,1,2022,3,1,435100
42923,2003,2,1,1,3,0,6,1978,26,1,225300
42924,1760,5,3,1,2,0,2,2017,44,0,235000
42925,1734,5,1,0,2,1,2,1983,2,0,249400
42926,3737,1,1,0,2,0,4,2005,24,1,403700
42927,3761,3,3,0,2,0,6,1994,50,0,383100
42928,3958,3,3,1,2,0,6,2022,17,0,488300
42929,1205,2,1,0,3,0,7,1986,39,0,121000
42930,2090,3,2,0,2,1,3,1999,38,0,234000
42931,2417,3,2,0,2,0,4,2009,33,0,280200
42932,1887,1,1,1,1,1,9,2003,46,0,197700
42933,918,1,3,1,1,1,7,2014,33,0,137300
42934,3188,1,1,1,3,0,9,2004,42,0,334800
42935,1112,2,1,0,3,1,10,2021,44,0,151200
42936,962,3,1,0,2,0,3,2015,35,0,130700
42937,2328,1,3,0,3,0,9,2003,29,1,276300
42938,1092,4,1,1,2,0,10,1999,28,0,170200
42939,1489,5,2,0,1,0,1,2019,31,0,211400
42940,2200,4,1,0,1,1,3,2000,30,0,260000
42941,2365,2,2,1,1,0,4,1989,6,0,290500
42942,1472,3,2,1,3,1,3,2007,38,1,198200
42943,1198,3,2,0,1,1,1,1992,7,0,177300
42944,3756,5,1,1,1,1,4,1992,46,0,403600
42945,3334,2,1,0,3,1,1,2014,32,0,366400
42946,1847,2,2,0,1,0,3,2001,24,0,213700
42947,2742,4,2,1,2,0,10,1989,34,1,328200
42948,3930,2,3,0,1,0,1,1979,6,0,428000
42949,3596,3,1,0,3,0,9,1991,33,0,388100
42950,1039,3,3,1,2,1,9,2011,19,0,194400
42951,3158,3,1,1,1,0,1,2022,22,1,384800
42952,3168,3,2,0,2,0,8,1978,13,1,369300
42953,1471,4,2,0,2,1,10,1983,14,0,216100
42954,3419,3,2,0,3,0,1,2018,12,0,417900
42955,3261,3,2,0,2,1,4,2020,1,1,436600
42956,1201,5,3,1,3,0,7,1987,23,0,193600
42957,2906,4,3,0,2,0,7,1976,19,0,338100
42958,852,4,3,1,3,0,5,1992,47,0,113700
42959,1887,2,1,0,2,1,2,1994,19,0,220200
42960,3480,2,2,1,3,1,1,1975,36,1,356000
42961,1942,1,3,1,1,0,9,2000,31,1,233700
42962,1085,3,1,0,3,0,4,1974,27,1,126000
42963,2865,3,3,1,1,1,2,2004,28,0,339500
42964,1828,5,3,1,2,1,9,1976,28,1,251800
42965,2728,4,1,0,1,1,9,1970,19,1,318300
42966,959,4,2,1,2,1,6,2014,49,1,150400
42967,941,5,1,0,2,1,7,2006,40,1,153100
42968,1196,4,3,1,3,1,4,1970,47,0,130100
42969,1841,5,1,0,3,0,2,1982,35,1,213600
42970,3427,3,1,1,2,0,4,2011,20,1,412700
42971,3985,3,3,1,1,0,8,1975,19,0,442000
42972,1333,5,1,0,1,1,6,1995,45,1,168800
42973,2355,3,2,0,1,0,1,1982,38,0,230500
42974,3758,2,1,1,1,0,5,2023,19,1,448300
42975,2598,2,1,0,3,1,8,1981,22,0,288800
42976,3308,1,3,1,3,0,10,2009,49,0,353300
42977,2433,5,3,0,2,1,10,1977,46,0,273300
42978,1085,4,1,0,1,1,2,1991,28,1,147500
42979,1828,4,3,0,3,1,5,1994,32,0,233800
42980,2976,1,3,0,3,1,2,1979,16,1,328600
42981,1755,2,1,0,3,0,9,1971,45,1,163000
42982,1470,5,2,0,1,0,4,2000,34,0,192000
42983,1298,1,3,1,2,0,3,1979,45,1,118300
42984,3123,2,3,1,2,0,3,2025,28,1,382300
42985,1906,5,1,0,3,0,10,2004,35,0,251100
42986,2655,3,3,0,2,0,4,1983,9,1,326000
42987,1941,2,3,1,3,0,9,2010,23,0,264600
42988,2876,5,3,0,2,1,3,1989,1,0,383100
42989,3852,2,2,1,3,1,9,1983,16,0,440200
42990,3497,2,3,0,1,1,10,1984,31,1,383200
42991,1980,1,1,0,3,0,7,1979,22,1,214000
42992,2878,3,1,0,2,0,8,2020,2,0,386800
42993,3690,5,2,0,2,0,6,1980,27,0,411500
42994,2806,2,1,1,1,1,4,2007,7,0,352100
42995,2109,4,3,0,2,1,1,2005,19,1,288400
42996,2488,3,2,1,1,1,5,1992,34,1,288800
42997,1135,2,2,1,1,1,4,2021,50,1,146500
42998,1369,4,2,0,1,1,5,1984,38,1,164900
42999,3160,1,3,1,1,1,8,1999,45,0,330500
43000,1398,5,3,1,2,1,3,1972,3,0,223300
43001,1946,3,1,0,3,0,3,1996,12,0,247600
43002,1664,3,2,0,3,1,4,1986,30,1,202400
43003,3218,5,3,1,3,1,3,1999,47,0,369300
43004,1604,2,3,0,2,1,3,2006,0,1,251400
43005,1113,5,2,1,2,0,3,2016,3,0,227800
43006,827,5,2,0,2,0,1,2005,42,0,117700
43007,3813,3,3,1,2,0,6,2015,39,0,433800
43008,2053,2,2,0,3,0,3,1978,4,0,247300
43009,1829,5,1,0,1,0,6,2019,49,0,223400
43010,3320,2,3,0,2,0,3,1971,1,0,373500
43011,2796,1,2,0,1,0,2,1988,6,1,317600
43012,2141,3,1,0,1,1,4,2001,6,0,283100
43013,2048,3,2,0,2,0,9,1977,39,1,219300
43014,3904,1,1,1,1,1,9,2016,15,1,465900
43015,2936,5,3,0,2,0,8,2011,42,0,353600
43016,2887,1,2,1,2,1,4,2019,15,1,365200
43017,1480,1,3,1,3,1,8,2022,25,1,228500
43018,1174,3,3,1,3,1,6,2014,34,0,185400
43019,3845,4,1,0,1,0,1,1989,4,1,449500
43020,3240,3,1,1,3,1,6,1986,27,0,364500
43021,1841,1,2,1,1,1,6,1992,33,0,200600
43022,2350,3,1,0,2,0,6,2019,12,1,321000
43023,2979,4,2,0,1,0,10,2018,25,1,383400
43024,3137,1,2,1,1,1,5,1976,45,0,294200
43025,2653,3,3,1,3,0,9,2006,43,1,318800
43026,1605,5,2,1,1,1,9,1972,32,0,204500
43027,3056,1,1,1,1,1,6,1991,9,1,359100
43028,3174,4,2,0,3,0,1,2019,2,1,426400
43029,3839,3,1,0,2,1,3,2024,16,0,461900
43030,3350,1,2,0,3,0,2,2018,49,0,337500
43031,1078,3,2,0,3,1,6,1991,17,1,172300
43032,2205,2,2,0,1,1,3,1988,39,0,220000
43033,1587,1,2,0,2,1,3,1974,7,0,185200
43034,3854,1,3,0,1,0,5,2009,36,1,410400
43035,1751,2,2,1,2,1,2,2007,7,1,257600
43036,2132,3,1,0,1,0,2,1990,41,0,208700
43037,1076,5,3,1,1,1,8,2016,30,1,208600
43038,3947,5,1,1,1,0,2,1981,27,1,437200
43039,3145,5,3,0,1,1,6,2002,49,1,361000
43040,1232,2,2,0,1,1,6,2023,42,0,159200
43041,1809,4,2,1,1,0,10,2023,37,0,254400
43042,3983,1,2,1,1,1,4,1984,2,1,456300
43043,1895,4,3,1,2,1,7,1974,17,0,252000
43044,1116,1,2,0,2,0,4,2025,9,1,189100
43045,3892,4,1,0,1,0,3,1975,2,0,440200
43046,2011,4,3,0,3,0,4,1981,7,0,268600
43047,920,2,1,0,2,1,10,1997,25,1,140500
43048,2165,2,1,0,1,1,8,1994,46,0,216500
43049,3500,4,3,0,2,1,2,1987,45,1,372500
43050,1103,1,2,0,1,0,1,2017,43,1,119800
43051,1735,3,1,0,2,1,6,2011,13,1,256000
43052,3568,4,2,0,1,0,1,2016,1,0,451300
43053,1295,2,1,1,1,0,2,2018,30,1,174500
43054,3032,1,3,1,1,0,7,2015,18,1,373200
43055,3735,3,3,0,1,0,1,1971,26,1,387500
43056,3655,4,3,0,1,0,3,2001,24,0,419500
43057,3179,2,2,0,1,1,1,1999,43,1,325400
43058,1512,5,1,1,3,0,1,2013,38,1,213200
43059,3423,1,2,0,2,0,10,1978,32,0,343300
43060,1149,3,3,0,3,1,10,2000,13,0,200400
43061,3685,2,2,0,3,1,6,2003,6,0,444500
43062,3167,5,3,0,1,0,8,2013,21,1,414200
43063,3384,4,1,0,3,1,3,2024,41,1,398900
43064,3259,1,3,0,3,0,9,2020,27,1,389400
43065,1705,3,2,1,3,0,7,1991,31,0,211000
43066,2627,2,2,1,1,1,6,2019,45,0,298200
43067,3380,4,3,0,2,1,9,1975,34,0,372000
43068,1301,2,2,0,2,1,4,2014,48,1,154100
43069,1977,5,3,1,1,0,1,1971,10,0,256700
43070,1713,4,2,0,3,1,3,2011,37,1,229800
43071,3939,2,3,1,1,0,9,1991,11,1,464400
43072,2315,1,1,0,1,0,3,1985,14,0,244500
43073,3912,1,2,0,1,1,7,1970,42,1,373200
43074,1326,3,2,0,3,0,8,1973,33,0,146100
43075,1992,1,1,0,1,1,4,2021,43,0,212700
43076,2826,1,1,1,2,0,3,1982,46,0,255600
43077,1510,3,3,0,3,0,7,2012,29,1,219500
43078,2840,4,2,0,3,0,2,2001,13,1,360500
43079,3597,2,1,0,1,1,4,1996,12,0,404700
43080,3803,4,2,0,1,1,1,1971,39,0,378800
43081,911,2,1,0,1,0,8,2008,34,0,117100
43082,3310,1,3,0,2,1,3,2024,12,0,405000
43083,2899,5,3,1,2,1,1,1974,10,0,360900
43084,2472,3,2,1,2,0,6,1975,5,0,305700
43085,3102,4,1,1,2,0,3,1986,17,0,360700
43086,2450,2,1,0,3,1,3,2001,39,1,265500
43087,1099,5,3,1,3,0,6,1991,19,1,198400
43088,1757,2,1,0,3,1,7,2025,18,1,259700
43089,3274,3,1,1,3,0,9,1981,28,0,361400
43090,3837,4,1,0,2,0,6,1993,15,0,442200
43091,2690,3,2,1,2,1,6,1985,50,1,283000
43092,1106,4,1,0,2,1,3,1994,4,1,193600
43093,2946,3,3,0,3,1,7,2016,16,0,385600
43094,920,4,2,0,2,0,4,2020,3,1,203500
43095,3901,1,1,0,1,1,3,2017,50,0,387100
43096,2818,4,1,0,3,0,2,2025,22,1,363800
43097,3077,1,1,1,3,1,6,1991,49,1,307200
43098,3498,5,2,0,2,0,1,1975,36,1,370800
43099,2077,4,1,1,1,0,3,1979,39,0,215200
43100,2227,2,1,1,1,1,1,1987,3,1,281200
43101,2317,4,3,0,3,1,4,2017,27,0,311200
43102,3902,4,2,1,1,0,10,1981,21,1,452700
43103,1985,5,3,0,3,1,1,1983,50,0,213500
43104,2731,2,3,1,2,1,7,2018,26,0,346100
43105,2255,1,2,0,2,1,6,1984,17,0,253000
43106,1979,4,1,0,2,0,4,1987,3,0,264400
43107,2146,4,2,1,1,1,7,1971,43,1,234100
43108,1428,2,3,1,2,1,1,1977,4,0,195800
43109,2014,5,2,0,2,0,8,1981,46,1,227400
43110,1999,2,2,0,2,0,1,2025,36,0,233900
43111,2761,2,3,1,3,0,10,2024,49,0,323600
43112,3795,3,3,1,1,0,10,1974,24,1,425500
43113,1316,1,1,0,2,1,6,2007,41,1,148100
43114,1644,5,1,1,3,0,6,1981,17,0,228900
43115,2347,4,2,1,3,1,9,1989,31,0,293200
43116,2394,5,2,1,3,1,5,1993,14,0,329400
43117,3680,5,1,0,3,1,5,2018,38,1,441000
43118,1619,2,3,1,1,0,9,1976,10,1,218900
43119,3658,4,2,0,2,1,3,2011,16,0,445800
43120,1561,4,3,0,2,0,6,1992,1,1,251600
43121,2162,3,1,0,1,1,4,1982,38,0,218200
43122,3166,4,2,1,2,1,6,2005,50,0,353600
43123,910,3,2,1,3,0,9,2024,20,0,185000
43124,2641,2,3,1,3,1,8,2008,5,0,363600
43125,1606,1,3,1,1,1,6,1973,25,1,182100
43126,2296,5,2,1,1,1,5,1996,22,1,311600
43127,3888,5,1,1,1,1,7,2005,19,0,476300
43128,2043,4,1,1,2,0,5,2022,13,1,307800
43129,1286,4,3,0,1,1,9,1983,48,0,146600
43130,1610,5,1,0,3,1,1,2011,30,1,231000
43131,2843,1,1,0,2,0,4,1994,23,0,297800
43132,1316,1,1,1,3,0,1,2018,43,1,151100
43133,1634,1,1,1,2,0,10,2020,11,0,240900
43134,1423,4,3,1,3,0,9,2002,10,0,244300
43135,1847,4,3,0,2,0,9,1972,29,1,224200
43136,2364,1,3,1,2,0,7,1998,25,1,281900
43137,1955,5,2,0,3,1,7,1994,8,0,291500
43138,3403,3,3,0,2,1,6,1982,3,0,411800
43139,2144,5,3,1,3,1,5,1989,6,0,317400
43140,1296,3,3,0,3,1,2,2016,29,0,191100
43141,3735,1,1,1,3,1,6,2023,5,1,471000
43142,3229,4,1,0,3,1,6,2010,7,1,426400
43143,3063,1,1,0,2,0,1,2004,0,1,365300
43144,3603,2,1,0,3,1,2,1998,36,0,373300
43145,1342,4,1,0,3,1,9,1981,6,1,216200
43146,1715,3,2,0,1,0,8,1996,29,0,208000
43147,2601,4,2,0,3,1,1,2015,4,1,368100
43148,3882,1,2,0,3,0,6,2018,30,1,434200
43149,881,3,1,0,1,1,10,2002,4,1,180100
43150,1793,2,1,1,3,0,3,2025,10,1,269300
43151,1979,5,3,1,1,1,8,1977,0,0,297900
43152,965,2,1,1,2,0,9,2002,38,0,123500
43153,3055,5,2,0,2,1,4,2022,19,0,404000
43154,2871,4,2,1,3,0,7,2004,41,0,335600
43155,1606,1,2,1,2,0,5,1984,0,1,220600
43156,3734,1,2,0,3,0,8,1972,32,1,374400
43157,3538,5,1,0,3,0,5,1984,3,0,432300
43158,1131,1,1,0,2,0,6,2017,14,0,167100
43159,2385,4,3,1,2,0,3,2010,22,0,315500
43160,3849,2,1,0,2,0,5,1984,44,0,368900
43161,2334,4,2,1,3,1,10,2008,8,1,354400
43162,2416,4,3,0,2,1,6,2018,47,1,300100
43163,3088,2,2,0,2,0,5,1993,48,1,307800
43164,3683,3,3,1,3,1,10,1988,15,1,453800
43165,980,3,2,0,2,0,5,2024,38,1,153000
43166,2116,5,2,1,1,1,4,1973,0,0,294600
43167,2816,5,1,0,1,0,2,2016,22,0,351600
43168,1906,3,3,1,2,1,6,1990,18,1,262600
43169,2389,3,2,1,1,1,2,1989,44,0,247900
43170,2937,4,3,0,2,0,9,2002,16,0,375700
43171,3286,1,1,0,2,0,6,2019,43,0,341100
43172,2538,5,3,0,3,0,5,1991,25,1,323300
43173,3390,1,2,0,2,0,8,2001,34,0,356000
43174,3040,2,1,0,1,0,4,1993,0,1,365000
43175,1287,3,2,0,2,1,1,2011,15,0,196200
43176,1411,4,1,1,2,0,1,2022,16,1,232100
43177,1912,2,2,1,2,0,7,1987,39,1,209700
43178,3802,5,2,0,1,0,1,1985,31,0,408700
43179,3994,4,3,1,2,0,9,1980,49,0,417900
43180,2197,2,3,0,1,1,7,1986,28,0,246700
43181,3918,2,1,1,2,0,3,1973,4,1,435800
43182,2256,1,3,0,2,0,2,2001,46,0,217600
43183,2993,3,3,1,3,0,2,2003,34,0,342300
43184,3874,4,2,0,2,1,9,1976,9,0,454900
43185,2137,4,2,1,2,0,3,1976,15,0,262200
43186,1126,4,3,0,3,1,7,2007,24,0,192600
43187,3835,2,3,1,2,0,1,2013,11,1,463000
43188,3952,3,3,1,1,0,8,1974,4,0,460200
43189,3000,4,2,1,2,0,9,2022,39,1,377500
43190,1201,2,3,0,1,0,4,2015,31,0,159600
43191,3667,3,3,0,2,0,6,1979,19,1,412200
43192,1287,2,1,1,2,1,2,2005,3,1,210200
43193,2914,4,1,0,2,0,6,1975,47,0,283900
43194,2936,1,2,0,3,1,7,2012,5,0,372100
43195,1958,4,3,0,1,1,6,1997,12,1,282800
43196,3049,5,1,1,1,1,8,1975,12,0,374900
43197,3275,5,2,0,2,1,5,1998,11,0,416000
43198,3787,1,2,0,1,1,5,2002,30,1,406700
43199,2002,4,2,1,1,1,10,1989,7,0,290700
43200,3186,4,1,0,2,0,3,1987,46,0,318600
43201,878,3,3,0,3,0,4,2024,21,1,174300
43202,2420,5,2,1,2,1,9,1992,5,0,349500
43203,2356,1,3,1,2,1,9,1987,18,1,290600
43204,1177,3,2,1,3,1,2,2013,20,1,199700
43205,964,2,3,1,2,1,9,1981,17,0,149900
43206,2363,2,3,1,1,0,10,1982,36,1,262300
43207,1548,3,1,1,2,0,5,2014,3,0,248300
43208,2520,1,2,1,2,0,7,1977,13,0,282500
43209,3784,3,1,0,2,1,8,2003,36,1,422400
43210,2645,1,2,1,2,0,8,1991,24,1,301500
43211,954,4,3,1,3,0,7,2018,0,0,224400
43212,1946,2,3,0,3,0,3,2019,36,0,234600
43213,1863,2,1,0,3,0,10,1984,7,1,245800
43214,3016,3,1,1,2,1,2,2008,28,0,351600
43215,3941,5,1,1,1,0,10,2001,42,0,443100
43216,3639,3,3,1,3,0,9,2018,31,0,440400
43217,2153,4,2,0,2,0,1,1972,15,1,254800
43218,2263,3,2,1,1,0,1,1977,2,1,285300
43219,2316,1,3,0,3,0,7,1971,19,1,254100
43220,3850,4,3,0,3,1,7,1999,9,0,479500
43221,3201,2,3,1,2,0,2,1972,13,0,350600
43222,1127,1,2,1,1,1,8,2024,22,1,188700
43223,3345,3,3,0,3,1,2,1977,50,1,332500
43224,2326,5,1,0,1,0,1,1995,44,0,246600
43225,3192,5,2,0,3,0,2,2012,28,1,394200
43226,3490,1,3,1,3,0,8,2007,38,0,382000
43227,1588,3,2,0,2,0,3,2019,39,0,196300
43228,3224,5,3,1,1,1,10,1998,18,0,420400
43229,2118,1,1,1,2,0,3,1978,44,0,183800
43230,3281,5,3,0,3,0,8,2012,36,0,401100
43231,3348,1,3,0,2,0,9,1972,15,0,358300
43232,3956,1,1,1,2,0,4,2009,47,0,396100
43233,3368,3,1,1,1,0,9,1982,11,0,391300
43234,1361,5,3,1,1,1,6,2022,19,1,255600
43235,1312,1,2,1,2,0,8,2021,40,0,167200
43236,1315,2,2,1,3,1,10,1976,7,1,202000
43237,2339,1,2,0,2,1,1,1987,44,0,213900
43238,3344,1,1,1,2,0,1,2021,23,0,376900
43239,3449,4,1,1,3,0,5,1991,23,1,405400
43240,3862,1,3,1,2,0,3,1983,0,0,439200
43241,1985,3,2,0,1,0,1,2011,28,1,244500
43242,1466,3,3,1,2,1,7,1990,37,0,185100
43243,2350,1,2,0,2,0,10,1992,14,0,277000
43244,3212,3,1,0,1,0,4,2024,3,0,411700
43245,2367,1,3,0,3,0,4,2012,49,0,242200
43246,2248,3,2,0,1,1,7,1995,43,0,243300
43247,1766,2,2,0,3,0,8,2000,14,0,235600
43248,2780,1,1,1,2,1,9,1974,40,1,277000
43249,2398,1,2,1,3,0,5,1972,6,1,281800
43250,2780,2,2,1,3,1,9,1983,0,1,364000
43251,1163,3,3,0,1,0,3,2014,13,0,189800
43252,907,3,1,1,3,0,7,1986,4,1,168700
43253,3885,5,2,0,2,0,1,1974,10,1,447500
43254,3894,2,3,0,3,1,2,2020,22,0,455400
43255,1422,2,3,0,3,0,1,2023,26,0,197200
43256,1120,4,3,0,2,0,10,1990,36,1,161000
43257,1309,3,3,1,3,0,2,2025,49,0,173400
43258,3519,1,2,0,3,1,10,1971,34,0,351900
43259,1864,2,1,1,1,1,3,1997,35,1,210900
43260,1103,4,1,1,2,1,8,2012,2,0,225300
43261,1768,3,3,1,3,1,5,2003,30,1,244800
43262,2238,1,1,1,1,1,4,1982,40,0,210800
43263,2217,4,3,1,2,1,5,2025,32,0,308700
43264,3212,2,2,1,1,1,9,1982,10,0,378200
43265,3585,1,3,1,2,0,2,1985,50,1,343500
43266,1788,1,3,0,2,0,9,2014,50,1,198800
43267,3868,5,1,0,2,0,6,1998,46,0,413800
43268,2999,4,2,1,2,0,9,2025,38,0,374900
43269,1058,1,3,1,3,1,3,1998,49,0,109300
43270,3554,2,3,0,2,0,9,1995,17,0,408900
43271,2774,1,2,1,3,0,4,2002,0,1,356400
43272,3070,5,2,1,2,1,8,2004,49,1,365500
43273,2089,5,2,1,3,1,9,1989,34,0,272900
43274,1029,1,3,0,2,1,9,1986,32,1,127900
43275,3286,3,2,1,3,0,9,2019,8,1,442600
43276,949,1,2,0,3,0,5,2016,49,1,108400
43277,1709,5,2,1,1,0,2,2015,29,0,242400
43278,1777,5,2,0,2,0,4,2015,20,1,268700
43279,1434,2,1,0,2,1,1,2018,16,1,208400
43280,2693,2,2,1,1,1,3,1976,7,0,312800
43281,3246,3,3,1,3,0,10,2025,3,0,452100
43282,1421,2,1,0,1,1,2,1997,8,0,190100
43283,2990,1,3,0,1,1,1,2006,37,1,317500
43284,1747,1,3,0,3,0,5,1997,23,0,206200
43285,1893,5,1,1,3,0,10,1982,16,1,271300
43286,853,1,1,0,2,1,9,2012,20,0,137300
43287,1643,5,2,0,2,0,1,1993,14,0,229300
43288,3785,1,2,1,1,1,9,1971,19,1,408000
43289,3399,1,1,0,2,0,10,1980,42,1,329900
43290,3898,1,1,1,3,1,7,1988,3,1,457300
43291,2665,1,2,1,1,0,9,1970,36,0,256500
43292,1098,2,2,1,3,1,8,1988,22,1,165800
43293,3539,2,2,0,1,0,3,2012,7,0,419400
43294,3405,5,2,0,1,0,6,1986,26,0,387500
43295,1244,4,3,0,2,0,5,2003,40,1,170400
43296,897,1,2,1,1,0,2,1987,5,1,136200
43297,3997,5,3,0,1,0,5,1973,25,0,438200
43298,2905,5,1,1,2,1,6,2019,44,1,362500
43299,976,1,3,0,3,1,10,2001,30,0,138600
43300,1518,1,3,1,1,1,2,2005,31,0,181300
43301,2108,5,1,0,2,1,4,1992,26,0,263800
43302,2838,5,1,1,1,1,10,1998,10,0,383800
43303,3513,2,2,1,3,1,5,2017,49,0,382800
43304,3898,2,2,1,3,0,10,1972,14,0,432800
43305,1122,1,2,0,1,1,3,2022,48,0,122200
43306,3522,5,3,0,3,0,5,1994,25,1,424700
43307,2523,1,1,1,1,0,4,2012,15,0,300800
43308,2193,3,3,1,2,0,2,1999,26,1,274300
43309,2789,1,1,0,3,0,4,1986,2,1,325900
43310,1645,1,2,1,2,0,8,2020,27,1,226000
43311,889,5,1,1,1,0,10,1997,16,0,172900
43312,930,5,1,1,3,1,10,2000,18,1,196000
43313,1852,2,2,0,2,1,8,2002,26,0,231200
43314,3509,4,3,1,2,0,5,1990,17,1,426400
43315,3957,1,2,1,3,0,6,2008,28,0,435700
43316,2905,2,1,0,2,0,7,1995,42,1,299500
43317,1880,3,3,1,3,0,8,1973,40,0,204000
43318,1793,1,3,0,1,1,5,2018,19,1,244800
43319,2217,4,1,1,3,1,4,2025,44,0,281700
43320,3896,3,2,0,3,1,5,1982,27,1,428100
43321,989,1,2,0,1,0,10,1974,26,1,108900
43322,3806,5,1,1,1,0,7,1992,49,0,404100
43323,2923,4,1,1,1,0,5,1980,43,1,305800
43324,3218,5,3,0,2,1,3,2016,4,1,446800
43325,1698,3,2,1,1,1,1,2008,2,0,258800
43326,3698,2,3,0,1,1,9,1971,47,0,357300
43327,2560,5,1,0,1,1,5,1990,23,1,317500
43328,1305,4,3,0,2,0,7,1974,29,1,168000
43329,2766,5,3,0,2,0,5,1995,49,0,304100
43330,982,2,2,0,3,0,10,1990,38,1,122200
43331,953,1,3,0,2,0,10,2001,20,1,149300
43332,2092,2,2,0,2,1,10,2016,19,0,283700
43333,3750,3,2,0,1,1,4,2012,11,1,459500
43334,2753,1,2,0,2,1,2,2013,2,1,353300
43335,1846,5,1,1,2,0,8,2006,2,0,297600
43336,3373,5,1,1,2,0,4,2001,4,1,441300
43337,1405,2,3,1,1,1,2,1999,11,1,211000
43338,2166,1,2,1,1,1,3,2023,28,0,265600
43339,3726,2,2,0,1,0,10,1986,5,0,429100
43340,3923,1,3,1,2,1,6,2014,47,1,424800
43341,3186,2,1,0,3,1,5,1980,2,0,370600
43342,2758,4,3,0,2,1,4,1982,5,1,357300
43343,1864,4,3,0,2,0,2,2015,19,1,269900
43344,2499,1,3,1,3,1,4,1999,14,1,315900
43345,1317,1,3,1,2,0,2,1981,38,1,130700
43346,3254,2,3,1,2,0,4,1995,5,1,401900
43347,937,4,3,1,2,0,6,2001,39,0,142200
43348,1922,2,3,1,1,0,7,2018,32,1,254200
43349,3188,5,1,0,3,0,2,1992,48,0,331800
43350,2139,1,3,0,2,1,6,2025,28,0,270900
43351,3389,4,1,1,1,0,7,1982,21,0,384400
43352,3072,5,2,0,2,0,1,2010,47,0,339700
43353,3108,1,3,0,2,0,4,1973,50,0,272800
43354,1902,4,2,1,2,0,4,1980,35,1,221700
43355,1496,5,2,0,1,0,6,1997,47,1,183100
43356,1610,2,3,1,2,1,5,2010,26,1,229000
